
1000;45,5945
1258,925412;45,5945
1584,893192;45,5945
1995,262315;45,5944
2511,886432;45,5944
3162,27766;45,5944
3981,071706;45,5944
5011,872336;45,5944
6309,573445;45,5943
7943,282347;45,5942
10000;45,594
12589,25412;45,5938
15848,93192;45,5934
19952,62315;45,5927
25118,86432;45,5917
31622,7766;45,5902
39810,71706;45,5877
50118,72336;45,5837
63095,73445;45,5774
79432,82347;45,5674
100000;45,5517
125892,5412;45,5268
158489,3192;45,4877
199526,2315;45,4265
251188,6432;45,3312
316227,766;45,1843
398107,1706;44,9613
501187,2336;44,6296
630957,3445;44,1509
794328,2347;43,4861
1000000;42,6047
1258925,412;41,4949
1584893,192;40,1675
1995262,315;38,6519
2511886,432;36,9869
3162277,66;35,2105
3981071,706;33,3548
5011872,336;31,4437
6309573,445;29,4935
7943282,347;27,5143
10000000;25,5115
12589254,12;23,4872
15848931,92;21,4419
19952623,15;19,3752
25118864,32;17,2863
31622776,6;15,1724
39810717,06;13,0256
50118723,36;10,8292
63095734,45;8,55544
79432823,47;6,16432
100000000;3,60402
125892541,2;0,814938
158489319,2;-2,26282
199526231,5;-5,67966
251188643,2;-9,4685
316227766;-13,6409
398107170,6;-18,1865
501187233,6;-23,0728
630957344,5;-28,2493
794328234,7;-33,6536
1000000000;-39,2215
1258925412;-44,8923
1584893192;-50,6122
1995262315;-56,3314
2511886432;-62,0018
3162277660;-67,5742
3981071706;-72,9996
5011872336;-78,2339
6309573445;-83,2472
7943282347;-88,0311
1e+010;-92,5988
